Date,pcf,PEG_trailing,dpr,npm,gpm,roa,roe,capital_ratio,de_ratio,cash_ratio,curr_ratio,inv_turn,pay_turn,sale_nwc,rd_sale,accrual,SPY,NADQ,gdpr1,gdpr2,cpi,bond20yr,bond30yr,fedfunds,cpir,wpir,unemp,employ,SMA,EMA,STOCH_k,STOCK_d,RSI,MFI,SAR,AD
2010-01-04,23.45866765055614,1.0079828603973493,0.0,0.003263623450219,0.1274635648225709,0.1030617127138409,-0.0152418856616291,0.1315901098951691,1.7895083163288714,0.4707338770957906,0.984117494793596,6.963653447518409,4.08367117470766,-8.27273905049654,0.048690843438175,-0.0688597081594215,88.0501317719878,5.59739740990974,15658.642011866174,15476.816958621172,2.181892814624743,4.416579040350078,4.521013361420332,0.1498655865932664,1.6187646607726784,7.1875332872415,9.79502485515184,129887.17464155312,,133.9,,,,,,-4270837.175792449
2010-01-05,19.57880949353109,0.9371217892329776,0.0,0.0193969126354115,0.2133234017930115,0.0591717609073704,0.0777884448868952,0.2429072583325436,1.9755524625879464,0.3287693679872761,1.1903746955145598,8.2291096362707,4.681625871792248,17.54547595643314,0.0315815243052005,-0.1487756037304426,88.2832125055234,5.61399048523556,15658.642011866174,15476.816958621172,2.181892814624743,4.416579040350078,4.521013361420332,0.1498655865932664,1.6187646607726784,7.1875332872415,9.79502485515184,129887.17464155312,,134.00533333333334,,,,,,-3496887.515934921
2010-01-06,26.17156051251084,5.519278490649352,0.0,-0.0094184105039957,0.3053127886767942,0.1037311086615089,0.0102538301247851,0.1458906899717083,1.933676910422635,0.5091066466197147,1.057587083364172,8.448378974154245,3.246053704782093,75.94994206130997,0.0680245331217924,-0.0988756790351841,88.3453673677996,5.61122497268126,15658.642011866174,15476.816958621172,2.181892814624743,4.416579040350078,4.521013361420332,0.1498655865932664,1.6187646607726784,7.1875332872415,9.79502485515184,129887.17464155312,,133.7712888888889,,,,,,111027.75927249808
2010-01-07,25.952725291287138,3.272591029897905,0.0,-0.0077244946477032,0.2381270460404966,0.0901066888058415,0.0500730447997766,-0.0901576925351886,1.1724646750634184,0.3846875200061613,1.047378533230503,7.928580040105576,4.571034109706744,-61.06771958099807,0.0659665664927911,-0.154235015575371,88.7182965414567,5.53655613371507,15658.642011866174,15476.816958621172,2.181892814624743,4.416579040350078,4.521013361420332,0.1498655865932664,1.6187646607726784,7.1875332872415,9.79502485515184,129887.17464155312,,133.2684503703704,,,,,,7228552.12538904
2010-01-08,25.917454090770896,2.704579306365815,0.0,-0.0029840788486717,0.2421586399737516,0.1015935985577698,0.1023112596685305,0.1894816422119514,2.694272383538385,0.3254370517982577,1.032456606412264,6.033893209045839,3.64436856758284,-19.96251186025648,0.0533500478207482,-0.0652963748008576,89.0135321372685,5.59463189735544,15658.642011866174,15476.816958621172,2.181892814624743,4.416579040350078,4.521013361420332,0.1498655865932664,1.6187646607726784,7.1875332872415,9.79502485515184,129887.17464155312,,133.30199032098767,,,,,,9265020.232390791
2010-01-11,22.7929610945822,-3.3387827164852286,0.0,-0.0072677179481572,0.2927865518786561,0.0653460914097908,0.0530703927002591,0.1758567547450709,1.9477242366314664,0.4164247034428484,1.0776722914475063,6.289432036916048,3.713610112212308,100.59559910900695,0.0443809773713623,-0.1182751657586104,89.1378418618208,5.60845946012696,15658.642011866174,15476.816958621172,2.181892814624743,4.416579040350078,4.521013361420332,0.1498655865932664,1.6187646607726784,7.1875332872415,9.79502485515184,129887.17464155312,,132.90279161152264,,,,,,10637600.48193508
2010-01-12,20.469716214459503,-2.348662712593676,0.0,0.0016827590406574,0.2800069702299966,0.1236680840753847,-0.0394411416307714,0.0126940147868737,0.1017684688017268,0.4255532215448615,1.031440318466666,6.770073389620334,3.986859593912251,-50.41331908338523,0.0519914286348731,-0.0907205259770674,88.306520578877,5.51166652072634,15658.642011866174,15476.816958621172,2.181892814624743,4.416579040350078,4.521013361420332,0.1498655865932664,1.6187646607726784,7.1875332872415,9.79502485515184,129887.17464155312,,132.16241939665295,,,,,,16655691.74065369
2010-01-13,19.131628555772988,-0.1453184222081462,0.0,0.0015264337339573,0.2388466207187448,0.1041567974127195,0.0063743958966856,-0.0001797948981121,1.727341938065736,0.5179512555678096,0.9998068321345576,7.356295175772736,3.614157971553225,-35.74387415319647,0.0780087342049159,-0.0907142457356566,89.0523789261911,5.56421125925811,15658.642011866174,15476.816958621172,2.181892814624743,4.416579040350078,4.521013361420332,0.1498655865932664,1.6187646607726784,7.1875332872415,9.79502485515184,129887.17464155312,,131.7554301437659,,,,,,18111345.93648057
2010-01-14,15.65746340168274,2.691716120322766,0.0,0.0133672268142756,0.3044876188498003,0.1271716242592078,0.0056680054420693,-0.0217081728673001,2.270445081256325,0.6267335262573066,1.038263017715198,8.416280782329983,3.052153478105738,9.82937813917207,0.0675775525092999,-0.1529923733808527,89.2932290175113,5.60016292246405,15658.642011866174,15476.816958621172,2.181892814624743,4.416579040350078,4.521013361420332,0.1498655865932664,1.6187646607726784,7.1875332872415,9.79502485515184,129887.17464155312,,131.16803945793043,,,,,,21764182.19291504
2010-01-15,28.257373115503075,0.1926765534321589,0.0,0.0155340482159673,0.3160117933050188,0.1599404144050328,-0.0231022039427775,0.1225361380299673,1.1951526829696983,0.5716412224982618,0.9180554310025472,7.681137102453524,3.90308624518625,49.51913169745767,0.0279306676473369,-0.0925852668173239,88.2909818633079,5.57527330947532,15658.642011866174,15476.816958621172,2.181892814624743,4.416579040350078,4.521013361420332,0.1498655865932664,1.6187646607726784,7.1875332872415,9.79502485515184,129887.17464155312,,130.63096753020636,,,,,,39843618.83544991
