Date,pcf,PEG_trailing,dpr,npm,gpm,roa,roe,capital_ratio,de_ratio,cash_ratio,curr_ratio,inv_turn,pay_turn,sale_nwc,rd_sale,accrual,gdpr1,gdpr2,cpi,bond20yr,bond30yr,fedfunds,cpir,wpir,unemp,employ,SMA,EMA,STOCH_k,STOCK_d,RSI,MFI,SAR,AD,SPY,NDAQ
2012-05-18,18.06916007844778,0.0958331182447616,0.0,0.073959112660882,0.911615599507124,0.2032871522503311,0.2251604179993588,0.0023875074746368,0.1443396415373229,0.8563298492497058,6.419603072111553,,6.439905465257533,0.7235574055722076,0.1376556751621617,-0.0530973569365062,16262.564366405108,16270.903754664285,2.287263263217021,2.2957761586459107,2.7061237637649,0.1580127793641696,2.0799626074725994,0.5291374538925474,8.208441659083372,133917.77519335886,,38.2318,,,,,,-535589254.4228572,105.387857151915,6.08136210691281
2012-05-21,10.856441289708924,0.2624114896276942,0.0,0.2067518544712346,0.9427811653343352,0.0988068947039178,-0.0798638244076285,0.0016720320968724,0.1088470283587347,6.319129347082271,5.250127262685585,,3.5532392566391438,0.681628841935059,0.149664038352104,-0.0426445736432987,16252.491185037874,16250.778893194733,2.287078191151155,2.265850545661229,2.6650778335065763,0.1603145768647369,2.072116316903632,0.5466246024142578,8.198868467239386,133936.83607225254,,37.67156000000001,,,,,,73526863.38797796,107.199287099879,6.29983759870276
2012-05-22,14.448847939373438,0.0562450427822138,0.0,-0.0293020897903202,0.94636435920431,0.0559697019387139,-0.0672080496104192,0.0370422259135167,0.0608462434485968,2.5262774759269044,8.408533617113102,,4.788914000474799,0.6001307727855911,0.1940909151258244,-0.0613450433537779,16252.491185037874,16250.778893194733,2.287078191151155,2.265850545661229,2.6650778335065763,0.1603145768647369,2.072116316903632,0.5466246024142578,8.198868467239386,133936.83607225254,,36.78201866666667,,,,,,779820376.6705112,107.386116197651,6.17262402120482
2012-05-23,5.824474771786564,-0.0204743977079773,0.0,-0.0036561412009278,0.8776578603464827,0.0749937956600662,0.0226091738241135,-0.0080752919858706,0.0646461886941777,6.138917522763253,6.851372404330655,,6.1321063675483245,0.6157294936637395,0.1538186098322309,-0.0346791954035673,16252.491185037874,16250.778893194733,2.287078191151155,2.265850545661229,2.6650778335065763,0.1603145768647369,2.072116316903632,0.5466246024142578,8.198868467239386,133936.83607225254,,36.144416177777785,,,,,,82565459.87920606,107.442977227407,6.03158288093535
2012-05-24,16.23431347262004,0.0124497254209655,0.0,0.031052777369418,0.9307771700574,0.2026151002729372,0.153877717005965,-0.0171190656524209,0.0652074492083212,7.465739395845112,6.9011994499031735,,5.086144080492256,0.9451316895593318,0.1610254233589247,-0.0380530817491082,16252.491185037874,16250.778893194733,2.287078191151155,2.265850545661229,2.6650778335065763,0.1603145768647369,2.072116316903632,0.5466246024142578,8.198868467239386,133936.83607225254,,35.729160687407415,,,,,,-577011556.9120991,107.654175337932,6.02881736838105
2012-05-25,21.77489878865762,0.0618410253881892,0.0,0.0926610565929121,0.9396066570957908,0.1331504673017068,0.1166041112287884,0.0144635735242688,0.035964285636451,2.507902180607567,9.690494324821191,,7.530186864651432,0.786315172285,0.1399704679546744,-0.0931751110192884,16252.491185037874,16250.778893194733,2.287078191151155,2.265850545661229,2.6650778335065763,0.1603145768647369,2.072116316903632,0.5466246024142578,8.198868467239386,133936.83607225254,,35.219939262419764,,,,,,87411085.96616256,107.304886155141,6.10072069479293
2012-05-29,10.358038562224351,0.0557897042835223,0.0,0.0715263293148384,0.906217262617759,0.0478795663296589,0.0210803005641017,-0.0265590203694937,0.0795078493472557,4.532317099241387,6.160441668200467,,5.044146486003112,0.607171218975051,0.2009456912572356,-0.0075874740543165,16242.174463390103,16230.513122373291,2.2869094130582286,2.236669773589784,2.638090386736596,0.1611488575732774,2.065903318666632,0.5548750634002776,8.194032473263842,133940.3851926093,,34.36928069409713,,,,,,820139203.8444241,108.604566835294,6.14496889566178
2012-05-30,-3.633530969144914,0.1397883359713186,0.0,-0.055618873096374,0.9588205114952172,0.1492987820095499,0.1503001206046529,-0.0271475591627036,0.0715883394809049,6.415388614773293,8.27412872817805,,6.441145603006773,0.7055952503984277,0.1940364094494088,-0.0371427853133713,16242.174463390103,16230.513122373291,2.2869094130582286,2.236669773589784,2.638090386736596,0.1611488575732774,2.065903318666632,0.5548750634002776,8.194032473263842,133940.3851926093,,33.54537660155084,,,,,,1587770243.0244608,107.028704010609,6.03158288093535
2012-05-31,13.949141409960804,-0.1166943030658737,0.0,0.1081753847861219,0.924818728790952,0.2063520104418022,0.1055742530973869,-0.0028700902871953,0.1088232928554134,6.721968354712811,10.740060648662672,,6.005342865367673,0.8160076992129955,0.2113004086956076,-0.0300281133069957,16242.174463390103,16230.513122373291,2.2869094130582286,2.236669773589784,2.638090386736596,0.1611488575732774,2.065903318666632,0.5548750634002776,8.194032473263842,133940.3851926093,,33.01932638801073,,,,,,926275062.9993538,106.793136887331,6.05094146881547
2012-06-01,14.871434107038889,0.1921445511009033,0.0,0.2733105253094376,0.8927601108980397,0.0718174505841366,0.0951917283574544,-0.0012949748734934,0.0490873289615605,7.313568921940722,8.039706584057898,,5.695814703538741,0.7246643600977051,0.1809740212948744,-0.0615318111142411,16257.095673509177,16242.63512273637,2.286876088699934,2.435357710435926,2.73463557946586,0.1278314679862709,2.0509044018746163,0.6956527180062023,8.165798695892766,134126.6609318188,,32.312749536275966,,,,,,1613929930.5244608,104.104422480264,5.91266584110031
2012-06-04,13.948765349483216,0.0904896371293372,0.0,0.2701573651302756,0.9402040816176842,0.0553388555533539,0.0046947573406285,0.0346243122784736,0.0656251079325604,3.077056185606576,8.414865539764701,,9.069156936421402,0.4163789421012936,0.1874243438535375,-0.0391652642179906,16252.306409976123,16235.550072195529,2.286433524142732,2.410381861944637,2.733677670435239,0.1185476703303562,2.0544769184889806,0.660012394616437,8.17415810349342,134096.0471741106,,31.59104959810584,,,,,,2310028423.6694026,104.055684454758,5.91543135365461
